1
620.18,259.21,152.97,110.93
625.28,259.87,153.09,109.01
628.32,261.68,153.45,107.64
632.22,261.09,153.54,106.70
633.60,264.47,153.77,106.17
634.49,264.32,155.24,105.72
635.40,264.94,156.27,105.30
636.47,265.70,156.23,105.22
637.41,267.06,155.96,105.43
639.34,265.89,156.58,105.59
637.25,268.17,157.11,105.44
640.00,268.49,156.93,105.67
637.90,267.72,157.71,105.81
639.58,269.32,157.41,106.07
639.77,269.18,157.67,106.63
642.01,273.01,157.55,106.55
642.46,273.27,158.41,106.67
643.85,274.48,158.49,106.46
646.60,275.10,158.43,106.89
647.72,277.11,159.53,106.81
647.34,278.29,161.13,107.01
646.45,278.44,163.06,107.32
647.91,278.85,164.36,108.23
645.05,279.80,166.00,108.78
644.85,281.07,167.29,109.50
643.02,281.61,168.08,110.13
642.53,281.86,168.95,110.48
641.41,281.48,170.08,110.89
641.53,281.96,170.56,111.48
642.05,281.56,170.51,111.72
642.78,284.85,170.34,112.35
642.22,281.98,170.69,112.58
642.34,284.20,169.98,113.48
643.25,284.86,170.36,113.99
644.01,283.91,171.44,114.33
640.45,284.17,172.87,114.77
637.91,284.94,173.33,115.03
635.56,285.71,174.03,115.19
634.41,286.85,174.84,115.25
630.37,286.26,176.48,116.12
626.65,287.07,177.72,117.06
622.80,286.74,179.56,117.49
620.13,286.27,181.10,117.99
617.14,285.82,182.04,118.57
614.08,285.22,183.25,118.61
613.47,286.16,184.57,118.83
611.35,286.35,185.71,118.90
610.51,285.97,186.80,119.44
609.05,285.89,187.85,119.46
608.97,287.42,187.93,119.03
607.83,287.27,188.13,119.34
606.15,287.92,188.02,119.24
603.20,286.80,187.99,119.21
603.07,285.55,186.66,119.24
602.59,284.74,185.55,119.28
600.38,283.92,184.77,119.38
597.08,282.67,185.21,120.00
597.08,282.20,185.20,120.54
595.68,281.37,186.38,120.76
595.69,280.63,185.95,121.12
594.95,279.65,186.29,121.23
594.23,278.28,186.16,121.56
594.55,277.52,185.56,121.43
593.77,278.41,186.08,121.64
595.05,277.88,186.10,121.58
597.57,277.12,186.25,121.65
598.47,277.28,187.02,121.42
598.45,277.28,187.81,121.56
599.71,276.53,187.73,122.16
600.90,275.89,188.19,122.49
602.01,275.93,189.04,123.61
605.86,278.79,193.08,121.49
604.13,279.99,197.95,120.07
602.04,279.81,201.85,119.96
602.09,281.21,204.60,119.94
601.16,281.29,206.80,120.59
601.10,280.86,208.71,121.65
602.23,281.52,211.25,122.68
601.07,281.61,212.92,124.13
600.64,280.47,213.89,126.00
600.36,280.24,213.95,127.22
601.18,280.62,213.79,128.14
602.05,279.62,215.02,129.33
601.14,278.48,215.68,130.84
601.39,277.97,217.43,132.16
600.28,276.52,218.54,133.37
599.50,277.60,219.45,133.99
598.92,276.95,221.19,134.68
598.69,278.35,222.52,134.71
598.87,279.14,223.45,135.00
596.81,280.55,225.69,135.38
597.75,281.85,226.86,135.16
597.15,283.50,228.51,135.21
596.54,283.10,230.87,135.86
596.62,282.28,232.19,136.73
595.11,281.44,234.04,137.49
594.44,280.72,235.58,138.09
593.95,278.84,236.59,139.14
594.73,277.96,238.45,139.74
591.68,277.20,242.10,139.78
590.37,275.34,244.11,140.42
590.58,274.20,245.41,141.47
589.37,272.70,246.16,142.85
588.02,271.70,248.29,144.11
587.92,272.01,249.40,145.29
584.44,271.80,251.60,146.62
582.16,271.37,253.38,147.87
580.66,272.72,254.83,148.53
579.01,272.45,256.56,149.10
577.10,271.93,257.20,149.52
574.31,270.83,259.06,150.00
569.36,269.93,260.03,151.07
568.69,270.19,260.68,151.26
567.40,269.43,260.98,151.40
565.49,268.68,261.49,152.19
562.59,269.14,262.27,152.76
562.01,269.31,262.74,152.88
559.38,267.80,263.41,153.40
559.71,266.35,263.79,154.19
556.37,263.66,263.44,153.70
555.07,263.70,263.65,153.69
556.41,264.26,264.61,153.55
557.57,262.86,266.02,153.47
556.82,261.96,265.95,153.35
554.19,261.94,268.43,153.06
550.92,264.11,270.59,152.91
550.04,262.79,271.72,153.04
551.33,262.60,272.01,153.01
549.41,262.42,273.43,153.30
547.06,259.65,274.42,154.99
548.04,258.20,274.98,156.40
548.36,253.72,275.70,159.07
550.55,251.47,276.37,161.82
551.10,249.62,274.89,164.65
553.99,248.13,275.76,166.06
554.73,245.16,276.42,167.72
556.03,245.58,276.25,168.51
556.31,245.74,277.89,169.86
557.87,243.83,279.83,170.88
555.08,242.07,282.62,171.39
551.09,241.37,285.75,171.27
551.04,239.34,286.06,170.65
549.00,239.04,287.27,170.02
547.66,237.50,286.90,169.82
543.51,238.19,284.83,169.89
539.52,236.70,284.15,170.29
539.36,234.89,283.61,171.29
538.88,233.98,282.76,172.10
535.67,233.75,281.08,172.91
535.57,231.40,280.44,172.95
537.10,229.73,279.31,171.82
536.70,228.91,276.96,170.29
538.85,229.09,276.72,168.50
536.82,227.83,275.00,166.77
529.58,229.58,276.10,165.51
529.60,244.36,277.34,168.51
527.99,240.50,278.16,167.72
526.90,239.32,278.52,164.57
525.38,240.54,277.14,161.71
535.39,240.95,274.37,158.79
525.72,242.61,273.20,156.60
525.54,243.57,269.42,155.62
538.87,242.57,264.75,154.24
533.73,240.23,260.87,152.80
531.94,238.81,257.55,151.56
545.97,234.92,251.15,149.82
539.51,232.01,248.14,148.29
554.98,230.15,243.09,146.13
568.34,225.49,238.05,144.30
576.33,223.85,231.88,141.12
567.74,220.67,228.32,138.98
577.95,217.03,224.73,136.31
566.27,228.84,224.73,135.55
561.65,221.90,222.51,133.55
571.39,217.40,219.19,129.99
565.61,215.28,217.23,126.87
570.40,213.26,214.02,123.61
565.92,224.71,212.97,123.10
571.55,214.90,211.41,123.06
575.11,206.91,209.05,123.31
570.06,199.74,206.77,123.98
582.25,197.70,202.34,126.95
591.05,193.91,198.30,129.18
598.41,186.91,194.12,131.43
603.71,180.51,189.60,133.68
610.42,175.16,183.96,136.70
614.09,170.18,178.89,139.48
619.08,164.48,176.65,140.53
624.00,173.15,172.60,143.55
631.14,175.04,166.48,149.35
639.78,176.14,159.37,156.70
646.71,178.34,152.73,163.97
653.07,179.58,146.08,172.17
662.09,170.12,138.47,177.58
669.57,175.14,132.25,182.98
676.39,181.75,127.63,187.65
680.88,188.90,124.65,192.41
685.76,193.70,122.47,196.90
687.40,199.19,121.43,199.96
691.35,205.16,121.03,202.42
694.61,210.79,121.06,205.05
697.61,217.30,120.92,207.12
702.44,226.25,120.33,208.07
706.79,233.45,120.22,209.21
711.23,241.94,119.77,210.11
715.15,249.73,119.44,211.25
715.99,258.49,119.02,211.81
716.19,265.24,119.03,213.13
717.77,271.22,118.34,214.39
719.43,279.48,118.30,216.24
720.37,284.23,118.73,218.30
721.17,289.69,119.62,220.15
725.32,286.57,119.38,219.56
724.92,296.32,118.70,221.70
721.97,300.04,119.51,223.44
718.71,306.15,119.68,224.51
715.82,310.66,119.29,226.78
710.69,311.70,118.88,230.45
705.76,312.29,118.23,234.32
703.85,296.68,118.20,235.66
699.89,282.97,118.47,236.07
691.43,288.05,118.17,237.41
687.68,281.07,118.74,236.72
681.10,289.56,118.88,238.61
678.94,278.21,119.00,239.03
678.56,267.93,118.50,241.44
678.80,256.61,117.60,243.33
678.74,245.70,116.75,244.85
674.77,252.21,116.03,247.96
671.44,256.24,115.17,251.41
667.21,259.01,114.28,255.04
663.48,244.82,114.25,256.62
657.70,246.76,113.93,258.75
654.73,248.72,113.51,263.78
650.47,232.45,112.32,269.06
650.01,203.53,113.20,270.89
648.65,198.06,113.71,271.37
648.60,207.45,113.80,272.83
648.70,209.09,113.68,274.44
647.30,206.72,114.44,275.21
646.56,198.75,116.07,276.08
645.55,200.33,117.35,272.95
644.20,202.05,118.94,270.32
640.80,204.88,120.60,270.91
640.33,204.21,121.85,271.06
639.49,203.05,123.28,271.54
638.65,205.59,125.52,270.57
640.14,210.29,129.00,269.43
639.10,216.79,132.48,269.70
638.27,217.20,136.39,271.27
636.83,216.85,140.90,271.82
636.80,221.51,145.55,270.16
634.70,226.32,151.41,270.16
634.54,231.89,157.16,268.38
626.86,248.24,161.85,270.16
625.89,262.59,165.74,269.79
633.49,266.21,170.65,268.84
639.98,275.94,174.28,267.11
633.90,295.24,178.70,269.50
638.58,295.41,186.92,264.62
642.70,302.99,193.02,259.55
643.86,323.67,199.25,259.82
645.15,326.57,202.77,258.27
646.67,334.50,206.97,254.19
650.40,342.89,209.86,249.61
653.52,351.72,212.22,245.13
662.64,361.67,214.64,240.64
664.87,363.87,217.10,239.33
665.42,367.15,219.33,237.63
665.76,371.01,220.51,235.06
667.39,374.75,222.59,231.95
668.75,379.76,225.18,228.72
671.03,399.38,228.71,232.30
674.78,393.13,233.94,234.03
676.53,392.55,238.73,232.48
676.56,393.04,245.12,229.29
678.85,396.83,250.56,225.25
680.73,400.22,256.02,221.88
679.70,403.65,260.74,218.16
679.31,403.70,267.06,214.46
680.08,408.80,271.40,210.38
674.40,410.92,277.50,206.79
667.84,412.75,281.54,203.53
683.55,411.82,283.95,200.58
676.00,410.96,284.21,196.80
671.23,411.72,289.49,190.00
668.85,410.54,293.68,184.96
668.01,407.21,295.57,180.70
665.86,401.19,296.99,178.17
664.77,393.90,296.93,176.52
