1
329.76,30.45,40.89,41.04
331.88,22.40,39.66,41.56
333.61,15.71,38.72,42.22
334.64,10.40,38.62,42.78
340.17,11.13,38.34,43.15
344.31,16.21,38.86,43.59
349.86,25.58,39.10,43.60
355.68,31.66,38.77,44.06
357.96,39.43,38.68,44.08
349.75,47.71,38.79,44.00
363.53,54.07,38.78,44.18
360.71,55.35,38.67,44.43
362.52,54.04,38.24,44.24
350.09,47.70,38.38,44.56
346.70,37.40,38.22,43.82
334.71,32.78,37.96,43.89
327.50,24.81,38.34,43.38
325.31,21.12,38.06,43.48
317.97,17.15,38.27,43.87
320.59,12.00,38.77,43.01
320.97,15.36,38.45,42.62
319.41,21.43,37.88,42.65
323.61,26.31,37.54,42.28
326.20,25.92,37.66,41.92
326.01,24.67,37.68,40.96
331.20,27.85,37.80,40.87
335.03,26.95,38.05,41.14
333.87,21.05,38.09,41.15
337.86,17.92,38.31,41.59
343.69,16.30,38.10,41.48
353.86,19.83,37.92,41.53
365.30,28.28,37.65,42.01
376.49,40.51,37.14,42.95
368.15,31.39,36.92,43.17
366.15,29.85,36.86,43.23
373.82,20.89,36.99,42.72
365.66,30.30,36.23,43.48
362.83,26.27,36.19,43.50
376.03,18.34,36.26,43.12
373.60,19.51,36.27,43.08
374.66,19.58,36.27,42.98
373.16,17.26,36.27,42.96
375.59,14.49,36.28,42.95
372.83,20.31,36.33,42.78
366.30,45.34,36.64,42.50
353.33,30.42,36.82,43.76
335.49,15.77,37.34,45.61
318.54,13.36,38.83,45.66
304.51,10.88,39.35,47.33
300.19,14.10,40.60,48.01
298.59,17.69,41.76,48.00
302.05,23.33,42.42,48.61
307.32,26.65,42.92,48.28
307.01,25.09,42.75,48.80
306.38,21.51,43.66,50.05
300.20,16.78,44.40,51.17
297.38,8.62,45.59,52.24
294.88,6.70,47.26,52.44
293.48,5.71,47.29,53.01
290.61,10.29,47.67,53.56
295.28,7.71,48.38,54.00
303.91,5.22,48.73,54.21
314.03,3.00,49.05,54.93
322.04,0.67,49.95,55.04
321.85,1.45,50.59,55.68
320.06,3.33,50.53,56.19
319.26,8.24,49.80,55.63
319.43,12.76,50.42,55.18
319.03,4.31,51.33,55.81
316.27,-1.49,52.28,55.30
306.92,-1.03,51.60,54.37
306.54,-3.56,50.78,55.06
304.93,-2.17,50.83,54.76
294.00,-1.53,51.96,54.03
283.65,14.96,52.98,52.74
280.98,5.77,52.91,52.83
277.69,4.57,52.91,52.84
273.02,5.28,52.91,52.84
269.61,3.23,52.90,52.85
266.36,5.04,52.90,52.85
263.50,0.31,52.89,52.85
260.50,-0.48,52.89,52.85
257.96,-0.33,52.89,52.85
256.79,-2.36,52.88,52.86
254.53,-2.57,52.87,52.86
251.58,-3.48,52.87,52.86
249.66,-4.52,52.87,52.85
233.52,55.65,56.23,50.48
230.00,45.80,55.94,53.03
199.82,21.03,54.73,54.81
176.14,14.56,53.77,55.92
160.68,11.94,53.06,56.12
151.85,4.69,55.12,54.60
142.34,24.16,53.89,55.96
139.34,27.13,52.18,57.42
143.62,32.95,51.93,57.37
148.63,40.05,51.92,56.58
151.52,43.04,50.78,56.86
161.42,40.04,49.70,57.32
