1
260.14,89.88,68.65,37.87
259.95,92.77,67.57,38.24
260.61,95.36,66.23,38.20
261.29,97.25,64.87,37.84
261.70,99.20,63.88,37.71
261.88,103.17,62.95,37.40
261.34,104.18,62.62,36.98
260.38,103.72,62.15,36.90
259.01,105.38,61.85,36.85
258.53,106.42,61.96,36.85
257.07,105.88,61.64,36.73
254.54,105.37,61.18,36.46
253.82,105.41,60.71,36.05
252.86,107.46,60.19,35.89
256.30,105.30,60.22,35.90
254.95,105.06,59.75,35.61
254.31,105.04,59.37,35.33
253.98,104.29,59.24,34.87
252.22,103.10,59.59,34.64
251.91,102.33,59.78,34.62
251.47,100.89,59.63,34.78
250.64,98.91,59.86,35.12
248.87,97.61,59.73,35.48
248.62,96.88,59.48,35.35
246.97,94.81,59.29,35.38
246.00,94.14,58.91,35.57
244.26,92.73,58.80,35.85
242.65,91.65,58.75,35.99
241.01,90.24,58.51,36.02
243.38,87.71,58.40,36.06
239.87,89.70,58.05,35.80
237.34,86.65,57.93,35.75
236.17,85.25,57.57,35.97
232.83,88.07,57.08,35.67
230.67,90.73,56.85,35.00
229.96,91.96,54.42,36.50
229.62,93.46,52.39,37.41
229.87,90.14,50.76,38.78
229.50,91.78,49.34,39.35
233.58,88.34,47.71,40.82
232.22,90.80,46.98,41.10
236.90,87.38,45.79,41.63
240.50,84.00,44.35,42.58
239.71,82.88,43.68,43.38
243.56,82.45,42.75,43.60
245.82,84.90,42.16,43.41
243.70,84.09,40.78,43.47
245.69,83.85,39.90,42.99
247.24,86.62,39.31,42.24
245.97,85.85,38.15,42.36
244.59,85.27,37.48,42.22
243.27,84.83,37.13,42.27
246.41,83.84,36.71,42.11
244.93,83.73,36.69,41.71
243.67,82.91,36.76,41.57
246.52,82.31,36.45,41.32
245.86,85.81,36.28,41.13
244.77,84.83,36.36,40.91
247.54,84.49,36.02,40.76
247.32,88.38,35.71,40.51
247.22,87.38,35.71,40.21
247.54,90.74,35.68,39.98
250.53,89.78,35.06,40.05
248.92,92.85,34.70,39.93
248.67,91.41,34.83,39.66
248.07,91.18,34.94,39.16
250.71,94.13,34.33,39.07
249.93,93.30,34.23,38.65
252.72,92.53,34.03,38.57
251.44,95.53,33.88,38.42
254.26,94.72,34.19,38.01
252.79,94.20,34.39,37.65
255.68,93.20,34.80,37.04
254.31,95.78,35.05,36.74
253.30,95.20,35.03,36.32
252.57,94.99,34.59,36.42
252.31,94.86,34.43,36.32
250.72,94.46,34.07,36.11
250.19,94.64,33.96,35.98
249.81,94.82,34.03,35.90
249.50,94.83,34.09,35.83
249.28,94.82,34.30,35.88
251.88,94.30,33.92,35.84
251.03,94.53,33.54,35.75
250.55,94.79,33.59,35.94
252.75,93.43,33.02,35.95
251.78,92.82,33.09,35.99
254.24,91.32,32.50,36.39
256.53,90.44,32.32,36.19
255.09,90.52,32.10,35.82
257.54,90.64,31.79,35.18
256.25,93.15,31.56,35.13
255.77,91.82,31.34,35.32
258.77,90.46,31.06,35.42
257.62,89.96,31.09,35.31
255.99,89.78,31.40,35.12
258.38,88.86,31.34,35.35
257.26,87.94,31.31,35.78
256.12,87.30,31.43,35.49
258.82,87.52,31.45,35.56
257.52,86.94,31.83,35.35
259.36,86.25,32.33,35.26
258.36,88.90,32.58,35.49
260.99,95.45,33.50,34.97
262.91,93.25,34.24,34.99
261.13,95.10,34.54,35.15
258.87,87.98,34.53,35.84
260.53,89.36,34.82,36.46
257.22,87.21,35.24,36.96
258.75,88.95,35.65,37.07
256.13,83.17,35.97,37.14
256.13,83.17,35.97,37.14
250.79,82.21,36.83,36.99
243.87,85.37,37.29,37.53
242.00,86.81,37.36,38.62
243.24,85.62,38.30,38.87
244.07,88.33,38.89,39.76
241.10,86.93,39.53,40.18
242.61,91.19,40.04,41.09
239.53,89.72,40.28,42.24
241.55,93.84,40.60,43.30
238.98,92.52,41.01,44.23
239.99,92.13,41.92,44.74
236.61,91.46,42.52,45.61
238.92,94.56,42.40,46.06
235.65,93.24,42.64,46.46
239.62,95.59,42.14,46.33
241.98,94.42,41.78,45.76
239.50,97.02,41.37,45.24
242.07,95.38,41.36,44.59
239.22,98.18,41.29,44.12
236.80,97.16,41.34,43.91
236.80,97.16,41.34,43.91
227.26,97.61,41.12,45.51
225.23,98.39,40.88,46.77
223.20,97.63,40.66,47.44
221.54,97.76,40.86,47.36
220.20,98.66,41.14,47.36
217.91,99.38,41.49,47.39
216.27,98.81,41.23,47.59
214.24,98.85,41.08,47.72
212.14,99.05,40.81,47.77
210.12,98.45,40.61,47.63
208.32,98.15,40.36,47.44
206.39,97.42,40.32,47.68
203.81,97.42,40.57,47.36
201.26,97.05,40.87,47.23
198.41,96.57,41.19,46.90
195.59,95.47,41.13,46.65
194.12,98.30,41.01,46.53
197.49,103.37,40.65,46.45
199.93,108.15,40.64,46.60
197.76,108.00,40.54,46.32
196.68,108.17,40.50,45.80
196.09,107.85,40.36,45.56
195.52,108.14,40.53,45.05
195.03,108.96,40.78,44.94
194.38,110.02,40.79,44.93
193.47,111.11,40.73,45.11
193.23,111.31,40.28,45.22
192.10,111.79,39.89,45.08
193.77,110.87,40.03,45.42
192.34,109.91,39.67,45.13
190.41,108.48,39.21,44.55
188.50,107.23,38.96,43.81
186.43,106.91,38.60,43.12
184.95,106.10,38.51,42.47
183.73,105.19,38.44,41.79
181.69,103.84,38.41,41.12
180.77,102.58,38.48,40.80
179.91,101.30,38.39,40.60
178.53,99.89,38.26,40.63
173.75,96.48,38.14,40.66
167.89,91.99,38.23,41.30
161.99,87.72,38.32,41.98
160.68,84.79,38.61,42.39
160.65,85.29,39.09,42.56
159.00,82.81,39.14,42.58
157.89,80.85,38.88,42.82
158.09,81.56,38.59,43.29
157.67,79.72,38.22,43.35
158.15,80.58,37.74,43.96
157.31,78.59,37.41,44.33
156.91,80.36,36.98,45.01
157.74,81.17,36.46,45.78
158.00,82.05,35.88,46.84
158.44,83.05,35.39,47.77
157.97,84.37,35.17,47.92
156.70,85.00,33.45,49.53
156.77,85.25,32.15,50.65
156.26,85.82,31.21,51.27
155.61,86.22,30.41,51.44
154.98,85.96,29.89,51.41
155.18,85.84,29.30,51.35
154.81,85.89,29.10,51.01
154.45,86.06,28.85,50.71
153.92,85.43,28.51,50.71
153.40,85.91,28.26,50.64
152.72,86.46,28.12,50.44
152.49,87.03,28.13,50.65
152.20,86.87,28.05,50.74
151.93,86.97,27.82,50.41
151.39,87.89,27.63,50.12
153.21,86.52,27.53,49.60
151.77,87.86,27.13,49.44
150.82,88.70,26.81,49.38
153.05,87.19,26.67,48.99
155.13,86.26,26.69,48.60
156.52,85.41,28.44,46.69
154.68,85.59,27.84,46.89
156.87,84.52,27.46,46.95
154.84,87.93,26.83,47.32
156.85,86.66,26.61,47.27
155.61,86.03,26.08,47.36
157.28,84.39,26.01,47.19
155.97,84.64,25.59,47.13
158.19,84.06,25.72,46.56
156.58,84.70,25.74,46.00
155.25,85.26,25.50,45.78
157.07,85.06,25.50,45.59
155.56,85.85,25.37,45.56
154.10,86.67,25.15,45.30
156.01,86.28,25.20,45.18
154.19,86.54,25.03,44.98
156.02,85.80,25.17,44.93
157.80,84.63,25.27,45.03
156.06,85.07,25.23,44.92
154.52,85.48,25.04,44.92
153.01,86.29,24.75,45.14
155.06,85.75,24.69,45.19
156.78,84.64,24.89,45.46
155.24,84.59,24.85,45.78
153.92,84.91,24.79,45.94
155.91,84.19,24.86,46.06
154.44,84.01,24.78,46.20
156.17,83.22,24.95,45.91
154.51,83.13,25.03,45.57
156.64,82.63,25.23,45.32
154.36,82.59,25.51,45.33
152.53,82.08,25.67,45.19
154.92,80.90,26.03,45.05
151.72,84.51,28.10,43.16
149.51,84.05,29.98,41.64
151.49,83.23,31.67,40.58
149.23,86.01,33.01,39.66
147.37,88.82,33.76,39.15
149.32,86.62,34.65,39.12
151.28,84.25,35.50,39.25
148.59,86.53,36.43,39.41
150.81,83.88,37.17,39.74
148.08,85.87,37.75,40.33
150.32,82.65,38.42,40.51
147.37,84.37,39.13,40.84
148.96,81.62,40.02,40.69
146.21,83.64,40.48,40.93
144.13,85.84,40.53,40.79
146.41,82.62,40.93,40.56
144.53,84.75,40.93,40.58
144.30,82.87,40.66,40.57
144.29,82.09,40.85,40.28
143.15,84.82,40.79,40.12
146.52,81.97,41.23,39.82
145.80,80.27,41.29,39.92
149.47,78.24,42.30,39.57
147.94,77.07,43.09,39.54
147.07,80.10,43.72,39.26
146.72,77.84,43.92,39.42
145.91,79.51,43.95,39.59
145.52,77.42,43.98,39.86
144.38,79.37,43.92,39.88
148.11,76.31,44.51,39.92
150.84,73.40,44.79,40.35
147.63,76.07,44.85,40.46
150.38,73.44,44.81,41.06
147.98,75.67,45.07,41.03
146.31,74.11,45.36,41.62
148.81,75.66,45.66,41.97
151.13,71.77,45.36,43.21
147.98,74.22,45.83,43.70
150.49,71.32,45.96,44.65
147.74,73.51,46.36,45.19
150.16,70.61,46.45,46.31
147.30,72.93,46.76,46.93
149.75,70.24,46.84,47.83
146.59,72.52,46.83,47.90
148.79,69.50,46.67,48.96
145.86,71.87,46.78,49.32
148.04,73.06,46.59,49.27
